sdg_id,title,short_description,long_description,sdg_codes,initials
khm2_1602,East Asia Avoidable Blindness Programs,EAST ASIA AVOIDABLE BLINDNESS PROGRAMS,"The East Asia Avoidable Blindness Initiative is aimed at reducing avoidable blindness and improving the quality of life for people with low vision and blindness, in support of the Vision 2020 'Right to Sight' global initiative. It will scale up and improve the delivery, availability and utilisation of eye health and vision care services and support better integration of eye health services in to national health systems. The East Asia Avoidable Blindness Initiative is built around three program components: a joint World Health Organisation (WHO) and International Agency for the Prevention of Blindness (IAPB) regional work plan providing technical and policy support to the Western Pacific region; country program support in Cambodia, Vietnam and Timor-Leste implemented through Vision 2020 Australia Global Consortium; and direct bilateral support to the national eye institutions of partner governments in Cambodia and Vietnam to strengthen eye health systems.  The total value of this initiative is $11.5 million over 3 years, starting 2012-13.",,
khm2_1603,Easy Latrine Shelter for People with Disabilities in Cambodia,EASY LATRINE SHELTER FOR PEOPLE WITH DISABILITIES IN CAMBODIA,Easy Latrine Shelter for People with Disabilities in Cambodia,,
khm2_1604,Eau et assainissement-Approvisionnement en eau et assainissement - systÃ‹mes â€¡ grande Ãˆchelle,EAU ET ASSAINISSEMENT-APPROVISIONNEMENT EN EAU ET ASSAINISSEMENT - SYSTÂ»MES Â¿ GRANDE â€_CHELLE,Eau et assainissement-Approvisionnement en eau et assainissement - systÃ‹mes â€¡ grande Ãˆchelle,,
khm2_1605,Eau et assainissement-Approvisionnement en eau et assainissement systÃ‹mes â€¡ grande Ãˆchelle,EAU ET ASSAINISSEMENT-APPROVISIONNEMENT EN EAU ET ASSAINISSEMENT SYSTÂ»MES Â¿ GRANDE â€_CHELLE,Eau et assainissement-Approvisionnement en eau et assainissement systÃ‹mes â€¡ grande Ãˆchelle,,
khm2_1606,Eau et assainissement-Assainissement - systÃ‹mes â€¡ grande Ãˆchelle,EAU ET ASSAINISSEMENT-ASSAINISSEMENT - SYSTÂ»MES Â¿ GRANDE â€_CHELLE,Eau et assainissement-Assainissement - systÃ‹mes â€¡ grande Ãˆchelle,,
khm2_1607,Eau et assainissement-Assainissement dispositifs de base,EAU ET ASSAINISSEMENT-ASSAINISSEMENT DISPOSITIFS DE BASE,Eau et assainissement-Assainissement dispositifs de base,,
khm2_1608,Eco-friendly agricultural technique improvement,ECO-FRIENDLY AGRICULTURAL TECHNIQUE IMPROVEMENT,Eco-friendly agricultural technique improvement,,
khm2_1609,Eco-friendly Agricultural Technique Improvement,ECO-FRIENDLY AGRICULTURAL TECHNIQUE IMPROVEMENT,"Understanding Organic Agriculture, Pest Management, Manufacture of Biopesticide",,
khm2_1610,Ecole franÃÅaise de Siem Reap,ECOLE FRANÂ«AISE DE SIEM REAP,AEFE-Ecole franÃÅaise de Siem Reap-Gouvernement du donneur,,
khm2_1611,Economic Development Strategy (for Southeast Asian Countries),ECONOMIC DEVELOPMENT STRATEGY (FOR SOUTHEAST ASIAN COUNTRIES),1. Economic Development Strategy by Development Stage - Korea's Case 2. Economic Development and Public HR Policy in Korea 3. Science & Technology Policy and ICT for Creative Economy in Korea 4. National Development Resources Mobilization Strategy etc,,
khm2_1612,Economic Infrastructure Programme to Sustain Land Reform Implementation,ECONOMIC INFRASTRUCTURE PROGRAMME TO SUSTAIN LAND REFORM IMPLEMENTATION,Financing of the development of rural infrastructure as well as local project management costs under the Economic Infrastructure Programme to Sustain Land Reform Implementation (IPLR) .,,
khm2_1613,Education Care  Support for Early Childhood Centres in Rokapropram and,EDUCATION CARE  SUPPORT FOR EARLY CHILDHOOD CENTRES IN ROKAPROPRAM AND,1.Provide pre-education to children  2.Provide health check-up to children,,
khm2_1614,Education de base-â€_ducation pour une meilleure qualitÃˆ de vie pour les jeunes et les adultes,EDUCATION DE BASE-â€_DUCATION POUR UNE MEILLEURE QUALITâ€_ DE VIE POUR LES JEUNES ET LES ADULTES,Education de base-â€_ducation pour une meilleure qualitÃˆ de vie pour les jeunes et les adultes,,
khm2_1615,Education Program Support 2013-16                 School Improvement Grant - Monitoring and Evaluation,EDUCATION PROGRAM SUPPORT 2013-16                 SCHOOL IMPROVEMENT GRANT - MONITORING AND EVALUATION,"A programme based support to pre-schools, primary, lower secondary    and upper secondary schools in Cambodia. The support is provided in   the form of school improvement grants for the schools operational     activities. The expected results of the contribution are: a) expanded access to education services; b)improved completion rates; and c)     improved capacity for school management.",,
khm2_1616,Education Program Support 2013-16                 School Improvement Grant - School Improvement Grant,EDUCATION PROGRAM SUPPORT 2013-16                 SCHOOL IMPROVEMENT GRANT - SCHOOL IMPROVEMENT GRANT,"A programme based support to pre-schools, primary, lower secondary    and upper secondary schools in Cambodia. The support is provided in   the form of school improvement grants for the schools operational     activities. The expected results of the contribution are: a) expanded access to education services; b)improved completion rates; and c)     improved capacity for school management.",,
khm2_1617,EDUCATION PROGRAM SUPPORT 2013-16 SCHOOL IMPROVEMENT GRANT - MONITORING AND EVALUATION,EDUCATION PROGRAM SUPPORT 2013-16 SCHOOL IMPROVEMENT GRANT - MONITORING AND EVALUATION,"A programme based support to pre-schools, primary, lower secondary and upper secondary schools in Cambodia. The support is provided in the form of school improvement grants for the schools operational activities. The expected results of the contribution are: a) expanded access to education services; b)improved completion rates; and c) improved capacity for school management.",,
khm2_1618,EDUCATION PROGRAM SUPPORT 2013-16 SCHOOL IMPROVEMENT GRANT - SCHOOL IMPROVEMENT GRANT (MOEYS),EDUCATION PROGRAM SUPPORT 2013-16 SCHOOL IMPROVEMENT GRANT - SCHOOL IMPROVEMENT GRANT (MOEYS),"A programme based support to pre-schools, primary, lower secondary and upper secondary schools in Cambodia. The support is provided in the form of school improvement grants for the schools operational activities. The expected results of the contribution are: a) expanded access to education services; b)improved completion rates; and c) improved capacity for school management.",,
khm2_1619,"Education Program Support 2013-17, School Improvement Grant - Monitoring and Evaluation","EDUCATION PROGRAM SUPPORT 2013-17, SCHOOL IMPROVEMENT GRANT - MONITORING AND EVALUATION","A programme based support to pre-schools, primary, lower secondary and upper secondary schools in Cambodia. The support is provided in the form of school improvement grants for the schools operational activities. The expected results of the contribution are: a) expanded access to education services; b)improved completion rates; and c) improved capacity for school management.",,
khm2_1620,"Education Program Support 2013-17, School Improvement Grant - School Improvement Grant (MoEYS)","EDUCATION PROGRAM SUPPORT 2013-17, SCHOOL IMPROVEMENT GRANT - SCHOOL IMPROVEMENT GRANT (MOEYS)","A programme based support to pre-schools, primary, lower secondary and upper secondary schools in Cambodia. The support is provided in the form of school improvement grants for the schools operational activities. The expected results of the contribution are: a) expanded access to education services; b)improved completion rates; and c) improved capacity for school management.",,
khm2_1621,Education Quality Assurance 13-15 - Education Quality Assurance,EDUCATION QUALITY ASSURANCE 13-15 - EDUCATION QUALITY ASSURANCE,"The Swedish School Inspectorate will through this intervention assist the Cambodian Ministry of Education, Youth and Sports in developing a quality assurance system for pre-school and genral education",,
khm2_1622,EDUCATION QUALITY ASSURANCE 2013-2016 - EDUCATION QUALITY ASSURANCE,EDUCATION QUALITY ASSURANCE 2013-2016 - EDUCATION QUALITY ASSURANCE,"The Swedish School Inspectorate will through this intervention assist the Cambodian Ministry of Education, Youth and Sports in developing a quality assurance system for pre-school and genral education",,
khm2_1623,Education Quality Assurance 2013-2017 - Education Quality Assurance,EDUCATION QUALITY ASSURANCE 2013-2017 - EDUCATION QUALITY ASSURANCE,"The Swedish School Inspectorate will through this intervention assist the Cambodian Ministry of Education, Youth and Sports in developing a quality assurance system for pre-school and genral education",,
khm2_1624,Education Quality Improvement Project,EDUCATION QUALITY IMPROVEMENT PROJECT,Education Quality Improvement Project,,
khm2_1625,Education Quality Improvement Project,EDUCATION QUALITY IMPROVEMENT PROJECT,"The Education Quality Improvement Project for Cambodia aims to develop a demonstration model, shown to be effective for extension to other provinces, of a participatory approach to school quality improvement and performance-based resource management. The project has two main components. The first component finances a quality improvement grants program that 1) recruits and trains  animators  (or  lightning rods ) who work with community and school cluster leaders to engage them in discussions about effective schools, in identifying problems and solutions, and in developing cluster improvement plans as a basis for preparing grant proposals; 2) supports a provincial grants management committee which meets annually to review proposals; 3) provides quality improvement grants to school clusters; 4) and supplies training, monitoring, and evaluation funds for activities related to the professional development of animators as well as assisting in monitoring and evaluating grants by other officials. The second component supports the institutional strengthening/capacity building of Cambodia's education sector by supporting the National Committee on Effective Schooling; funding policy studies, including grade four examinations and decentralization); and providing operational support for provincial and district education offices.",,
khm2_1626,Education Quality Improvement Project,EDUCATION QUALITY IMPROVEMENT PROJECT,"The Education Quality Improvement Project for Cambodia aims to develop a demonstration model, shown to be effective for extension to other provinces, of a participatory approach to school quality improvement and performance-based resource management. The project has two main components. The first component finances a quality improvement grants program that 1) recruits and trains animators (or lightning rods) who work with community and school cluster leaders to engage them in discussions about effective schools, in identifying problems and solutions, and in developing cluster improvement plans as a basis for preparing grant proposals; 2) supports a provincial grants management committee which meets annually to review proposals; 3) provides quality improvement grants to school clusters; 4) and supplies training, monitoring, and evaluation funds for activities related to the professional development of animators as well as assisting in monitoring and evaluating grants by other officials. The second component supports the institutional strengthening/capacity building of Cambodia's education sector by supporting the National Committee on Effective Schooling; funding policy studies, including grade four examinations and decentralization); and providing operational support for provincial and district education offices.",,
khm2_1627,Education Sector Development Program,EDUCATION SECTOR DEVELOPMENT PROGRAM,Description :. Product Type: ADF - CONVERTED TO SDR,,
khm2_1628,Education Sector Development Program,EDUCATION SECTOR DEVELOPMENT PROGRAM,Education Sector Development Program,,
khm2_1629,Education Sector Development Program,EDUCATION SECTOR DEVELOPMENT PROGRAM,"The overall objective of the Education Sector Development Program (ESDP) is to contribute to Cambodia's broader  poverty reduction policy by assisting the Government in reforming and strengthening the education sector as outlined i n the Government's Education Strategic Plan (ESP). The ESDP will support nationwide policy reforms related to education finance, removal of access barriers to education for poor students, improved learning, more efficient and transparent education service delivery, and decentralized management, and provide investment funds to support the implementation of policies designed to improve equitable access to quality education for under-served and disadvantaged populations..",,
khm2_1630,Education Sector Development Project,EDUCATION SECTOR DEVELOPMENT PROJECT,Description :. Product Type: ADF - CONVERTED TO SDR,,
khm2_1631,Education Sector Development Project,EDUCATION SECTOR DEVELOPMENT PROJECT,Education Sector Development Project,,
khm2_1632,Education Sector Development Project,EDUCATION SECTOR DEVELOPMENT PROJECT,"The Project supplements the policy initiatives by supporting (i) increased access and equity, mainly for basic education; (ii) deconcentrated and decentralized planning, management, and monitoring; and (iii) selective quality and efficiency improvement in budget planning, accounting and auditing, and TVET. The Project will provide construction of facilities in remote and underserved areas, promote greater deconcentration of the planning of facilities programs to provincial authorities and institutions, and pilot budget management of facilities development in four provinces.",,
khm2_1633,Education Support & Initiative (ESI) - Administration and Oversight,EDUCATION SUPPORT & INITIATIVE (ESI) - ADMINISTRATION AND OVERSIGHT,"This mechanism is used to hire staff for technical leadership and technical expertise. Staff will assist in: providing technical leadership and field support, supporting evaluations, research, learning, outreach, and for building USAID expertise in this area. Because this mechanism is in procurement development, the following key information has not yet been determined: Mechanism No. (Award #), Prime Partner, Start and End dates, Total estimated cost.",,
khm2_1634,EDUCATION UPLIFTMENT PROGRAM FOR ISLAMIC SCHOOLS. (religious school),EDUCATION UPLIFTMENT PROGRAM FOR ISLAMIC SCHOOLS. (RELIGIOUS SCHOOL),NA,,
khm2_1635,"Education, a development engine. Reinforcing the education system and promoting the right to basic education for minors in extreme poverty.","EDUCATION, A DEVELOPMENT ENGINE. REINFORCING THE EDUCATION SYSTEM AND PROMOTING THE RIGHT TO BASIC EDUCATION FOR MINORS IN EXTREME POVERTY.","TÃŒtulo completo del proyecto: La EducaciÃ›n como motor de desarrollo: Refuerzo del sistema educativo y promociÃ›n del derecho a la educaciÃ›n bÂ·sica de menores en situaciÃ›n de extrema pobreza en Battambang (Camboya) :: EI proyecto busca mejorar el acceso de los y las menores del distrito de Battambang a su derecho fundamental a la educaciÃ›n. Para procurar este derecho fundamental el proyecto pretende que los menores participantes mejoren su nivel educativo, no solo escolarizÂ·ndose en el nivel educativo correspondiente, sino tambiÃˆn consiguiendo los resultados escolares suficientes para garantizar su paso a los niveles siguientes y la finalizaciÃ›n del ciclo completo de escolarizaciÃ›n, entre los 6 y los 17 aÃ’os. De manera especÃŒfica, con el desarrollo de este proyecto, ademÂ·s de mejorar el nivel educativo, se fortalecerÂ· la implicaciÃ›n del alumnado en el programa escolar",,
khm2_1636,"Education, niveau non spÃˆcifiÃˆ-Formation des enseignants","EDUCATION, NIVEAU NON SPâ€_CIFIâ€_-FORMATION DES ENSEIGNANTS","Education, niveau non spÃˆcifiÃˆ-Formation des enseignants",,
khm2_1637,Educational and Research Competency Enhancement of Nursing Leaders in Ca,EDUCATIONAL AND RESEARCH COMPETENCY ENHANCEMENT OF NURSING LEADERS IN CA,"Development of ?2-year bachelor program in nursing, Operation of ?2-year bachelor program in nursing, Development  workshop of clinical practicum guideline booklet, Support of equipment for education  lab practicum",,
khm2_1638,Effective and inclusive partnerships for impact and sustainability,EFFECTIVE AND INCLUSIVE PARTNERSHIPS FOR IMPACT AND SUSTAINABILITY,NA,,
khm2_1639,EFFECTIVE PROGRAMME PME,EFFECTIVE PROGRAMME PME,EFFECTIVE PROGRAMME PME,,
khm2_1640,Elaboration of a National Aquaculture Development Strategy for Cambodia,ELABORATION OF A NATIONAL AQUACULTURE DEVELOPMENT STRATEGY FOR CAMBODIA,Elaboration of a National Aquaculture Development Strategy for Cambodia,,
khm2_1641,Election Follow Up Mission Cambodia 2015,ELECTION FOLLOW UP MISSION CAMBODIA 2015,Election Follow-Up Mission Cambodia 2015,,
khm2_1642,Election ICT Capacity Building Program,ELECTION ICT CAPACITY BUILDING PROGRAM,"a)To understand and compare the election and political system of participants' country.   b)To identify the trends of the election system and political culture issue, and discuss practical approaches in the application of electoral Information Communication Technology(ICT)",,
khm2_1643,Electoral Officials Capacity Building Program 1,ELECTORAL OFFICIALS CAPACITY BUILDING PROGRAM 1,"Electoral Integrity in Korea, Electoral Integrity, Freedom & Fairness, Civic Education: Civic Participation in Electoral Processes, Issues & Challenges in Each Phase of Electoral Processes, Election ICT in Korea",,
khm2_1644,"Elephant conservation & capacity building in Seima Protection Forest, Cambodia - Year 8","ELEPHANT CONSERVATION & CAPACITY BUILDING IN SEIMA PROTECTION FOREST, CAMBODIA - YEAR 8",The purpose of this project is to sustain and improve conservation of Asian elephants and build capacity of rangers and community patrols in Seima Protection Forest. Project activities will include: 1) implement anti-poaching patrols and monitoring of elephant habitat; 2) monitor forest loss and encroachment using remote sensing and Geographic Information Systems; 3) establish community patrol teams in one new village; 4) increase capacity of new and existing community patrols through training and equipment; 5) establish a reporting network for human-elephant conflict; 6) conduct extensive training for field teams on survey methods and protocols; and 7) conduct the HEC survey in parallel with the elephant DNA survey. This project will contribute to a well-managed forest landscape that supports increasing wildlife populations and improved livelihoods for the communities of the Seima Protection Forest.,,
khm2_1645,"Elephant Conservation & Capacity Building In Seima Protection Forest, Cambodia - Year 8","ELEPHANT CONSERVATION & CAPACITY BUILDING IN SEIMA PROTECTION FOREST, CAMBODIA - YEAR 8",The purpose of this project is to sustain and improve conservation of Asian elephants and build capacity of rangers and community patrols in Seima Protection Forest. Project activities will include: 1) implement anti-poaching patrols and monitoring of elephant habitat; 2) monitor forest loss and encroachment using remote sensing and Geographic Information Systems; 3) establish community patrol teams in one new village; 4) increase capacity of new and existing community patrols through training and equipment; 5) establish a reporting network for human-elephant conflict; 6) conduct extensive training for field teams on survey methods and protocols; and 7) conduct the HEC survey in parallel with the elephant DNA survey. This project will contribute to a well-managed forest landscape that supports increasing wildlife populations and improved livelihoods for the communities of the Seima Protection Forest.,,
khm2_1646,"Elephant Conservation And Capacity-Building In Seima Protection Forest, Cambodia: Year 7","ELEPHANT CONSERVATION AND CAPACITY-BUILDING IN SEIMA PROTECTION FOREST, CAMBODIA: YEAR 7","The purpose of this project is to, (1) increase the intensity of field monitoring by law enforcement staff in and around elephant hotspots, (2) improve capacity to monitor existing forest encroachment, and inform the project in real-time of emerging threats, using advanced technologies, and adapt management strategies accordingly, and (3) establish a community-based patrolling system for monitoring remote parts of the project area that are under threat from deforestation, but one that ranger patrols are able to access only infrequently.",,
khm2_1647,Emergency Flood Rehabilitation Project,EMERGENCY FLOOD REHABILITATION PROJECT,Description :. Product Type: ADF - CONVERTED TO SDR,,
khm2_1648,Emergency Flood Rehabilitation Project,EMERGENCY FLOOD REHABILITATION PROJECT,"The main objective of the Project is to assist the Government to rehabilitate key infrastructure damaged by the 2000 floods, and to enable the early restoration of economic and social activity, especially for the rural poor. The Project provides for rehabilitation of facilities in key sectors to pre-flood levels. The Project will rehabilitate flood-damaged facilities by providing civil works; equipment and materials; and consulting services for design work, evaluation and implementations, supervision and coordination",,
khm2_1649,Emergency Food Assistance Project,EMERGENCY FOOD ASSISTANCE PROJECT,Description :. Product Type: NEW ADF,,
khm2_1650,Emergency Food Assistance Project,EMERGENCY FOOD ASSISTANCE PROJECT,Description :. Product Type: PROJECT,,
khm2_1651,Emergency Food Assistance Project,EMERGENCY FOOD ASSISTANCE PROJECT,Emergency Food Assistance Project,,
khm2_1652,Emergency relief for drought victims in Cambodia 2016,EMERGENCY RELIEF FOR DROUGHT VICTIMS IN CAMBODIA 2016,Reduce sufferings of victims through providing clean water and helping them to return quickly to their daily lives,,
khm2_1653,Emergency response to earthquake in Ecuador. Temporary housing.,EMERGENCY RESPONSE TO EARTHQUAKE IN ECUADOR. TEMPORARY HOUSING.,"TÃŒtulo completo del proyecto: APOYO A LA POBLACION DISCAPACITADA DEL MEDIO RURAL CAMBOYANO, FASE V :: APOYO A LA POBLACION DISCAPACITADA DEL MEDIO RURAL CAMBOYANO, FASE V",,
khm2_1654,Empowering Communities for Health (ECH) project - Family Planning and Reproductive Health,EMPOWERING COMMUNITIES FOR HEALTH (ECH) PROJECT - FAMILY PLANNING AND REPRODUCTIVE HEALTH,"The ECH mechanism is working to build the capacity of CCs to manage and support the health system functions delegated to communities. ECH supports community agents to promote appropriate home health and nutrition behaviors, optimal health care-seeking, and improving community-based provision of .tuberculosis (TB) treatment and contraceptive services. Additionally, it is working to improve community awareness of the rights of health care consumers (as set forth in the MOHs Client Rights Charter),   strengthen social accountability and assist CCs to fully exert the health care stewardship role envisioned for them in the MOHs Guidelines for Operational Districts.",,
khm2_1655,Empowering Communities for Health (ECH) project - Maternal and Child Health,EMPOWERING COMMUNITIES FOR HEALTH (ECH) PROJECT - MATERNAL AND CHILD HEALTH,"The ECH mechanism is working to build the capacity of CCs to manage and support the health system functions delegated to communities. ECH supports community agents to promote appropriate home health and nutrition behaviors, optimal health care-seeking, and improving community-based provision of .tuberculosis (TB) treatment and contraceptive services. Additionally, it is working to improve community awareness of the rights of health care consumers (as set forth in the MOHs Client Rights Charter),   strengthen social accountability and assist CCs to fully exert the health care stewardship role envisioned for them in the MOHs Guidelines for Operational Districts.",,
khm2_1656,Empowering Communities for Health (ECH) project - Tuberculosis,EMPOWERING COMMUNITIES FOR HEALTH (ECH) PROJECT - TUBERCULOSIS,"The ECH mechanism is working to build the capacity of CCs to manage and support the health system functions delegated to communities. ECH supports community agents to promote appropriate home health and nutrition behaviors, optimal health care-seeking, and improving community-based provision of .tuberculosis (TB) treatment and contraceptive services. Additionally, it is working to improve community awareness of the rights of health care consumers (as set forth in the MOHs Client Rights Charter),   strengthen social accountability and assist CCs to fully exert the health care stewardship role envisioned for them in the MOHs Guidelines for Operational Districts.",,
khm2_1657,Empowering CSOs and Marginalised Communities in Cambodia to Claim Land Tenure Security,EMPOWERING CSOS AND MARGINALISED COMMUNITIES IN CAMBODIA TO CLAIM LAND TENURE SECURITY,"Overall objective: To build the capacity of CSOs and enhance cooperation with LAs on governance, accountability and land tenure security in Cambodia. Specific objective: Strengthened capacity of CSOs and marginalised communities affected by infrastructure developments, land rights violations and commercial exploitation to increase their access to and control over land.",,
khm2_1658,Empowering women through humane workplaces: Garment factories in Southeast Asia,EMPOWERING WOMEN THROUGH HUMANE WORKPLACES: GARMENT FACTORIES IN SOUTHEAST ASIA,"In Asia, garment factories play a dominant role in the employment opportunities for women, yet these factories have some of the harshest working conditions in the region. Across Asian factories, new management improvements are being tested to advance working conditions and comply with international labour conventions while enhancing productivity and competitiveness. These include training of managers, promotion of work-life balance, and incentive pay. In Vietnam and Indonesia, the ministries of labour have engaged with the international community to implement these programs. New trade agreements such as the Trans-Pacific Partnership are also opening opportunities for workers and policymakers to support such interventions. There is growing understanding that when factories treat workers fairlyÃ_especially womenÃ_they show greater psychological empowerment to advocate change, while workers who experience verbal and physical abuse by supervisors feel disempowered, their mindset suffers, and they become less productive at work. This research project aims to improve the understanding of the link between working conditions, well-being, and productivity. The project will compare female factory workers that participate in a program with better working conditions with those who do not. It will examine whether compliance with better working conditions affects mindsets, and how in turn this impacts work performance and workers' well-being. It will also assess the development impact of improvement in job quality among young female workers, and what interventions can best address the current conditions of working women in the garment industry.The project will be implemented by a multi-disciplinary team of researchers from the industrial psychology, management science, and economic sectors. They will engage directly with stakeholders in ministries of labour and garment factory associations. The University of Indonesia will involve the working group on decent work within the Association of Southeast Asian Nations (ASEAN), which tackles labour policies at the regional level. The project will promote collaboration and capacity building of local research teams in Indonesia and Vietnam and will disseminate findings widely to the scholarly, policy, industry, and private sector communities through working papers and briefs as well as targeted public events.",,
khm2_1659,Empowerment of the differently-abled based on Human rights and Self reli,EMPOWERMENT OF THE DIFFERENTLY-ABLED BASED ON HUMAN RIGHTS AND SELF RELI,1. implementing 6 subjects vocational education and improve educational environment 2. building social networking and improve health care condition,,
khm2_1660,Empowerment of the differently-abled d on Human rights and Self reli,EMPOWERMENT OF THE DIFFERENTLY-ABLED D ON HUMAN RIGHTS AND SELF RELI,1. implementing 6 subjects vocational education and improve educational environment 2. building social networking and improve health care condition,,
khm2_1661,Empowerment of the differently-abled d on Human rights and Self reliance,EMPOWERMENT OF THE DIFFERENTLY-ABLED D ON HUMAN RIGHTS AND SELF RELIANCE,1 implementing 6 subjects vocational education and improve educational environment 2 building social networking and improve health care condition,,
khm2_1662,Empowerment project for vulnerable children and women in Cambodia(phase,EMPOWERMENT PROJECT FOR VULNERABLE CHILDREN AND WOMEN IN CAMBODIA(PHASE,Establishing foundations of social enterprise for the independence of women of vulnerable hierarchy of urban -Establishing Livestock cooperative foundation for increasing the income of low-income families in rural areas,,
khm2_1663,Empowerment toward Self-Reliance Program (ESRP),EMPOWERMENT TOWARD SELF-RELIANCE PROGRAM (ESRP),Empowerment toward Self-Reliance Program (ESRP),,
khm2_1664,Ending Violence Against Women - Program Design,ENDING VIOLENCE AGAINST WOMEN - PROGRAM DESIGN,"Ending violence against women and girls at home, in their communities and in disaster and conflict situations is one of the four pillars of Australia's gender equality strategy. This strategy highlights that a more strategic and targeted focus is needed in areas where progress has been slow and that the highest levels of expenditure will be in the countries with the most severe gender gaps. Cambodia meets this criterion as it ranks 99 out of 145 countries in the Gender Inequality Index (GII) of the 2011 Human Development Report (HDR), which is one of the lowest rankings in the region. The program will work with the Ministry of Women's Affairs (MOWA) of the Royal Government of Cambodia (RGC), the Ministries of Interior and Justice (through CCJAP) and Cambodian Civil Society to deliver a comprehensive response to VAW. In the short term, we will: support the development of a new National Action Plan on Violence Against Women (NAPVAW) that is fully costed, evidence based, and developed in consultation with communities, survivors of violence, Civil Society Organisations (CSO) and whole of government, to identify a comprehensive and coordinated  response to VAW; and b) support a prevalence study that will ensure resources are well targeted need. In the medium term (July-December) the program will undertake a joint design with UN Women to: 1) identify the best modality for civil society support for providing victim assistance services, legal aid,  advocacy and community awareness/behaviour change; and 2) assess the feasibility of integrating the legal enforcement aspects of the NAPVAW into the new phase of assistance to the justice sector); andlonger term we will have: i) an Agreement with UN Women to manage a civil society program window; and  ii) integrated feasible components of NAPVAW into the 2013 CCJAP Annual Plans, leveraging additional funding to make real improvements. The total value of this initiative is $3.6 million over 4 years, starting 2011-12.",,
khm2_1665,Ending Violence Against Women and Girls,ENDING VIOLENCE AGAINST WOMEN AND GIRLS,"Ending violence against women and girls at home, in their communities and in disaster and conflict situations is one of the four pillars of Australia's gender equality strategy. This strategy highlights that a more strategic and targeted focus is needed in areas where progress has been slow and that the highest levels of expenditure will be in the countries with the most severe gender gaps. Cambodia meets this criterion as it ranks 99 out of 145 countries in the Gender Inequality Index (GII) of the 2011 Human Development Report (HDR), which is one of the lowest rankings in the region. The program will work with the Ministry of Women's Affairs (MOWA) of the Royal Government of Cambodia (RGC), the Ministries of Interior and Justice (through CCJAP) and Cambodian Civil Society to deliver a comprehensive response to VAW. In the short term, we will: support the development of a new National Action Plan on Violence Against Women (NAPVAW) that is fully costed, evidence based, and developed in consultation with communities, survivors of violence, Civil Society Organisations (CSO) and whole of government, to identify a comprehensive and coordinated  response to VAW; and b) support a prevalence study that will ensure resources are well targeted need. In the medium term (July-December) the program will undertake a joint design with UN Women to: 1) identify the best modality for civil society support for providing victim assistance services, legal aid,  advocacy and community awareness/behaviour change; and 2) assess the feasibility of integrating the legal enforcement aspects of the NAPVAW into the new phase of assistance to the justice sector); and longer term we will have: i) an Agreement with UN Women to manage a civil society program window; and  ii) integrated feasible components of NAPVAW into the 2013 CCJAP Annual Plans, leveraging additional funding to make real improvements. The total value of this initiative is $15.7million over 5 years, starting 2011-12.",,
khm2_1666,Ending Violence Against Women and Girls: Foundation,ENDING VIOLENCE AGAINST WOMEN AND GIRLS: FOUNDATION,"Ending violence against women and girls at home, in their communities and in disaster and conflict situations is one of the four pillars of Australia's gender equality strategy. This strategy highlights that a more strategic and targeted focus is needed in areas where progress has been slow and that the highest levels of expenditure will be in the countries with the most severe gender gaps. Cambodia meets this criterion as it ranks 99 out of 145 countries in the Gender Inequality Index (GII) of the 2011 Human Development Report (HDR), which is one of the lowest rankings in the region. The program will work with the Ministry of Women's Affairs (MOWA) of the Royal Government of Cambodia (RGC), the Ministries of Interior and Justice (through CCJAP) and Cambodian Civil Society to deliver a comprehensive response to VAW. In the short term, we will: support the development of a new National Action Plan on Violence Against Women (NAPVAW) that is fully costed, evidence based, and developed in consultation with communities, survivors of violence, Civil Society Organisations (CSO) and whole of government, to identify a comprehensive and coordinated  response to VAW; and b) support a prevalence study that will ensure resources are well targeted need. In the medium term (July-December) the program will undertake a joint design with UN Women to: 1) identify the best modality for civil society support for providing victim assistance services, legal aid,  advocacy and community awareness/behaviour change; and 2) assess the feasibility of integrating the legal enforcement aspects of the NAPVAW into the new phase of assistance to the justice sector); and longer term we will have: i) an Agreement with UN Women to manage a civil society program window; and  ii) integrated feasible components of NAPVAW into the 2013 CCJAP Annual Plans, leveraging additional funding to make real improvements. The total value of this initiative is $15.7million over 5 years, starting 2011-12.",,
