sdg_id,title,short_description,long_description
khm_2499,"ICBL ART EXHIBITION - LANDMINES, REHABILITATION",ART EXHIBITION - LANDMINES,
khm_1602,DEAF DEVELOPMENT PROJECT,SUPPORT THE ACTIVITIES OF THE DEAF,
khm_2238,Fredskorpset personnel exchange,FREDSKORPSET PERSONNEL EXCHANGE,The project aims to build up partnersÛª capacity to enhance the rights and the well-being of older people and their communities
khm_4713,"Women's Movement and Empowerment in Urban Poor Communities Development in Phnom Penh, Cambodia","WOMEN'S MOVEMENT AND EMPOWERMENT IN URBAN POOR COMMUNITIES DEVELOPMENT IN PHNOM PENH, CAMBODIA","FÌ¦rderung von Frauengruppen in stÌ_dtischen Armenbezirken in Phnom Penh, Kambodscha"
khm_1372,CodÌ©veloppement -  - Ambassade de France ÌÊ PHNOM PENH,CODÌäVELOPPEMENT - - AMBASSADE DE FRANCE ÌÛ PHNOM PENH,CodÌ©veloppement - - Ambassade de France ÌÊ PHNOM PENH
khm_2698,iReach Transition Program,INFORMATION AND COMMUNICATION TECHNOLOGY,
khm_1480,Constitutions Laws and Legal Systems,LEGAL AN JUDICIAL DEVELOPMENT,Support the development of constitutions laws and legal systems that are derived through democratic processes and are consistent with international human rights standards. Ensure that the public participates in the legal process as appropriate perceives laws as legitimate and worthy of adherence and respects the authority of law and legal institutions. Includes efforts to end impunity and enable peaceful transitions to democracy as well as efforts to harmonize customary or religious law wit [Enterprise - United States Unknown]
khm_3124,ND,HEALTH PERSONNEL DEVELOPMENT,"FORMACION DEL PERSONAL SANITARIO LOCAL, ATENCION PRIMARIA Y FORMACION DE PROMOTORES DE SALUD"
khm_1496,Consultant conflict management,CONSULTANT CONFLICT MANAGEMENT,Berater fÌ_r Konfliktmanagement
khm_0108,2011 The Educational Cooperation for Development,2011 THE EDUCATIONAL COOPERATION FOR DEVELOPMENT,#NAME?
khm_2027,FASEP 838 ELEC RURALE ENERGIES RENOUVELABLES,FASEP 838 ELEC RURALE ENERGIES RENOUVELABLES,FASEP 838 ELEC RURALE ENERGIES RENOUVELABLES
khm_2157,"FOOD SECURITY POLICY, CAMBODIA","FOOD SECURITY POLICY, CAMBODIA",
khm_3749,"ROUTE 5 BRIDGES, CO-FINANCING",ROUTE 5 BRIDGES,
khm_1138,Cambodia SNEC Capacity Building Workshop on Industrial Policy,CAMBODIA SNEC CAPACITY BUILDING WORKSHOP ON INDUSTRIAL POLICY,This workshop designed to build the capacity for and contextual understanding of industrial policy development.
khm_0696,AGRICULTURE MANAGEMENT UNIT AND TAF,"TECHNICAL ADVISORY FACILITY: AGRICULTURE, VULNERABILITY & RULE OF LAW","THE CAMBODIA COUNTRY PROGRAM IS SEEKING MINISTERIAL APPROVAL TO ESTABLISH A TECHNICAL ADVISORY FACILITY TO SUPPORT EFFORTS TO IMPROVE GOVERNANCE ASPECTS OF OUR STRATEGIC OBJECTIVES IN THE AGRICULTURE, VULNERABILITY AND RULE OF LAW SECTORS, IN LINE WITH THE CAMBODIA COUNTRY STRATEGY APPROVED BY BOTH GOVERNMENTS IN MAY 2003. TO MAXIMIZE THE COST EFFECTIVENESS OF THE TAF, EXECUTIVE HAS AGREED TO COMBINE THE TAF WITH A MANAGEMENT UNIT TO PERFORM FULL CONTRACT MANAGEMENT FUNCTIONS WITH RESPECT TO AUSAID'S 3 AGRICULTURAL PROJECTS THAT HAVE RECENTLY COMMENCED IN CAMBODIA. THE AMU-TAF COMPRISES TWO SEPARATE BUT RELATED ACTIVITIES MANAGED BY A SINGLE CONTRACTOR- 1) THE AMU WILL BE RESPONSIBLE FOR THE ACTIVITY MANAGEMENT OF AUSAID'S AGRICULTURE PROJECTS AND WILL PROVIDE SUPPORT FOR POLICY DEVELOPMENT IN THE AGRICULTURE SECTOR; 2) THE TAF WILL FOCUS ON ADDRESSING GOVERNANCE CONSTRAINTS TO ECONOMIC GROWTH WITH A PARTICULAR FOCUS ON AREAS RELEVANT TO AUSAID'S STRATEGIC OBJECTIVES. THE TAF WILL ENABLE THE PROVISION OF FLEXIBLE AND RESPONSIVE SUPPORT FO"
khm_0006,Decentralized Public Service and Financial Management Sector Development Program- Subprogram 1,DECENTRALIZED PUBLIC SERVICE AND FINANCIAL MANAGEMENT SECTOR DEVELOPMENT PROGRAM- SUBPROGRAM 1,Product type: NEW ADF. Decentralized Public Service and Financial Management Sector Development Program- Subprogram 1
khm_2142,FOOD FOR PROGRESS TITLE I COMMODITY CREDIT CORPORATION PURCHASE - OCEAN FREIGHT VALUE OF CANNED PINK SALMON (BY 14.75 OZ)/METRIC TONS: 130 [THROUGH SALESAIN MISSIONS],FOOD FOR PROGRESS,FOOD FOR PROGRESS TITLE I COMMODITY CREDIT CORPORATION PURCHASE - OCEAN FREIGHT VALUE OF CANNED PINK SALMON (BY 14.75 OZ)/METRIC TONS: 130 [THROUGH SALESAIN MISSIONS]
khm_2863,"Le diagnostic, l'Ì©pidÌ©miologie et le contrÌ«le des infections parasiticales du bÌ©tail",LIVESTOCK/VETERINARY SERVICES,"The diagnosis, epidemiology and control of parasitic infections of livestock in Cambodia - Le diagnostic, l'Ì©pidÌ©miologie et le contrÌ«le des infections parasiticales du bÌ©tail - åÀAcademic overall objective (related to the capacity building of the university): To improve capacity of veterinary staff and students of RUA and NAHPICåÀDevelopmental overall objective (benefits for the society): To improve livestock production in Camb - åÀAcademic specific objective: To strengthen local capacity for assessment of the importance of parasitic diseases and the effect of treatment/controlåÀDevelopmental specific objective: To improve animal health through control and management of parasitic"
khm_2340,Green Belt,GREEN BELT,The poor rural population participates to a greater extent in value creation from the Siem Reap market.
khm_2407,HIV/AIDS Education and Care Project Extension,HIV/AIDS EDUCATION AND CARE PROJECT EXTENSION,HIV/AIDS Education and Care Project Extension
khm_3868,SIEM REAP ET OTDAR MEANCHEY SANTE FORMULATION,"SANTE FORMULATION (SIEM REAP, OTDAR MEANCHEY)",
khm_4251,Technical Assistance on Cambodian Occupational Safety and Health,EMPLOYMENT POLICY AND ADMIN. MGMT.,Experts Dispatch for Technical Assistance
khm_3615,"Rapid Innovation Action Learning for Cambodia, Mongolia, Vietnam","RAPID INNOVATION ACTION LEARNING FOR CAMBODIA, MONGOLIA, VIETNAM","- to help client countries strengthen the conceptualization, formulation and implementation of coherent and cross-sectoral innovation policies;- To facilitate South-South knowledge exchange and peer to peer learning on innovation policy for stakeholders from both the public and private sectors;- To encourage regional collaboration and help throw basis for building Communities of Practice in participating countries on innovation policy"
khm_3213,Participatory Poverty Assessment of the Tonle Sap,,
khm_3977,"STOP-Tuberculosis Project in Rattanakiri Province, Cambodia","STOP-TUBERCULOSIS PROJECT IN RATTANAKIRI PROVINCE, CAMBODIA","STOP-Tuberculosis Project in Rattanakiri Province, Cambodia"
khm_3789,SANTÌä : PROJET FAC CALMETTE ET PROJET FAC SIDA,SERVICES MÌäDICAUX : PROJET FAC CALMETTE ET PROJET FAC SIDA,
khm_4175,Support to the Decentralisation and Deconcentration Program,SUPPORT TO THE DECENTRALISATION AND DECONCENTRATION PROGRAM,"National and subnational Cambodian government bodies are performing their tasks for the citizens more effective, more transparent and more responsible."
khm_3519,Promotion de la durabilit? institutionelle des centres de r?habilitation physique de Siem Reap et Takeo,PROMOTION DE LA DURABILIT? INSTITUTIONELLE DES CENTRES DE R?HABILITATION PHYSIQUE DE SIEM REAP ET TAKEO,"Cambodia?s recent history of war has resulted in numerous internal problems. These include the breakdown of basic social and health services, the destruction of national infrastructure, the presence of millions of landmines throughout the country, and the absolute poverty of a significant part of its citizens. This in turn has left the country with a large number of vulnerable groups in society. As Cambodia is also amongst the world?s poorest countries, the recovery process is hampered by the developmental problems associated with extreme poverty.In this context, people with disabilities (PWD) suffer from a wide range of problems and form one of the most vulnerable groups. In a country where assets and income are constrained, most people are prompted to rely on physical labour to generate income. A reduced capacity to undertake physical work definitely limits disabled people's access to employment. Besides, care for people with disabilities limits the amount of time family members can spend on livelihood activities and increase the likelihood of poverty. Socially and economically isolated, PWD are extremely affected by the lack of social services, education, job or income generating opportunities and the increasing market competitiveness. Direct beneficiaries: Based on an estimated 13.38m population in 2008 , the kingdom could have as many as 630,000 PWD & 151,000 PWPD (mobility-related disabilities accounting for 24% according to CSES 2004), out of whom 18% (27,000) would live in the 4 provinces where the action will be implemented. Indirect beneficiaries: almost every beneficiary of the PRC will have dependents, or will be dependent on someone else. Through the provision of mobility means, developing ability to earn a living, adapting a house, sending a child to school, or receiving vocational training, the PRC will ensure that the family of a disabled person can benefit fully from his or her rehabilitation. The average size of households in Cambodia being estimated to 5.3 persons, 18,000 households? members (4,200 * (5.3-1)) will indirectly benefit the action per year. The overall objective of the action is to improve the quality of life of the people with physical disabilities (PWPD) in 4 provinces of Cambodia through the provision of diversified and sustainable physical rehabilitation services."
khm_0282,life & rights in The White Building,LIFE & RIGHTS IN THE WHITE BUILDING,life & rights in The White Building
khm_0532,??? ??,EDUCATION POLICY & ADMIN. MANAGEMENT,Education Volunteers at Cambodia Ihwa Social Welfare Center
khm_1148,Cambodia UN-REDD National Prog,CAMBODIA UN-REDD NATIONAL PROG,National readiness for REDD+ supported to enable government and communities to access financial incentives for reducing deforestation and forest degradation
khm_4728,Workshop for Public Prosecutors on IPR,WORKSHOP FOR PUBLIC PROSECUTORS ON IPR,"ASEAN program for patent officials, other enforcement officials. Judges - civil/administrative courts, commerce officials, other. Training Date: May 18-23,2010. Participants from: Cambodia ."
khm_2851,Landmine Victim Assistance Fund 2007 - 2008,LAND MINE CLEARANCE,"The goal of the LSAP for landmine survivor assistance is to åÒcontribute to sustainable development and poverty alleviation in Cambodia by reducing suffering and the threat of socio-economic impact caused by landmines and other explosive remnants of waråÓ. Within the LSAP there are 4 components and a range of activities that will contribute to the goal and purpose at different levels in the sector, from improving survivors' and vulnerable peopleåÕs lives in their communities and strengthening national organisations that deliver services to these people, to promoting national ownership and engagement for sustainable solutions. To do this, the LSAP will work in partnership with the Cambodian Red CrossåÕ CMVIS and MRER projects, continue to fund activities through the Landmine Survivor Assistance Fund, and support the Disability Action Council and the Ministry of Social Affairs, Veterans and Youth in developing a National Plan of Action for Victim Assistance."
khm_4250,Technical Assistance for Revenue Policy and Administration,TECHNICAL ASSISTANCE FOR REVENUE POLICY AND ADMINISTRATION,"Project launched in late 2009 with CambodiaÛªs General Directorate of Tax (GDT) that has undertaken to draft regulations for oil and gas import production and develop tools and skills to audit oil and gas enterprises. Develop procedures to effectively audit financial institutions, construction industry, and telecommunications sector. Develop and support the implementation of a systematic taxpayer education system to enhance the GDTÛªs capacity to serve taxpayers and to educate the public in complying with tax law, strengthen capacity in collection of tax arrears, and create mechanisms for strategic and operational planning."
khm_2660,"INTEGRATED HUMANITARIAN MINE ACTION PROJ, REHABILITATION",INTEGRATED HUMANITARIAN MINE ACTION PROJECT,
khm_1358,Climate Change Adaption Strategies,CLIMATE CHANGE ADAPTION STRATEGIES,"Cambodia, Laos, Bangladesh and India are among the Asian countries most vulnerable to climate change. For these countries there is a high exposure to climate risks (such as increased flooding in lowland areas, increased number of extreme weather events, as well as shifts in seasonal weather patterns). The transitory state of farming societies in these nations further amplifies their extreme vulnerability to climate change; it impacts on smallholder households to reduce the productivity of their farming systems. This project aims to develop strategies that enable policy makers to deliver more effective climate adaptation programs relevant to farmer livelihoods and food security. At the same time the scientists will help to build capacity of farming households in selected regions of each of the four countries, enabling them to adapt their rice-based cropping systems to accommodate climate variability and climate change. (LWR/2008/019)"
khm_2640,INSTITUT TECHNOLOGIQUE CAMBODJE - COOPERATION INSTITUTIONNELLE,HIGHER EDUCATION,
khm_0043,Clearing for Results Phase II (2011-2015),CLEARING FOR RESULTS PHASE II (2011-2015),"Clearing for Results Phase II supports landmine clearance in Cambodia through a multi-donor facility managed by the UNDP in partnership with the Royal Government of Cambodia. the objectives of Clearing for Results Phase II are: mine action policy and strategic frameworks to ensure resources are effectively allocated to national priorities and maximise the land available for local development; the Cambodian Mine Action and Victim Assistance Authority is equipped with technical and functional capabilities; and maximise release of mine/explosive remnant of war affected land, promoting efficiency and transparency. The total value of this initiative is $6.2 million over 4 years, starting 2010-11."
khm_2056,Financial Sector Program (Subprogram 1),,
khm_0874,ASSISTANCE ÌÛ LA MAÌ_TRISE D'OUVRAGE DANS LE DOMAINE DE LA GESTION ET DU DÌäVELOPPEMENT URBAIN,GESTION ET DVT URBAIN : ASSISTANCE ÌÛ LA MAÌ_TRISE D'OUVRAGE,
khm_0011,SANTÌä : PROJET FAC CALMETTE ET PROJET FAC SIDA,SANTÌä : PROJET FAC CALMETTE ET PROJET FAC SIDA,
khm_4493,Trade Facilitation:Improved Sanitary & Phytosanitary Handling  in Greater Mekong Subregion Trade Project,TRADE FACILITATION:IMPROVED SANITARY & PHYTOSANITARY HANDLING IN GREATER MEKONG SUBREGION TRADE PROJECT,"Product type: NEW ADF - The project will strengthen institutions and operational and management capacities in Cambodia and the Lao PDR for operating cost-effective SPS systems that facilitate trade and protect health. The project will focus on GMS trade in agriculture, food, and forestry (AFF) products for which SPS measures for plant health, animal health, and food safety apply. The project will establish, strengthen, and implement (i) surveillance and inspection programs for plant health, animal health, and food safety; (ii) enhanced education levels and university training of SPS specialists; and (iii) regional cooperation and harmonization for SPS measures and practices. It will selectively strengthen food safety capacities of private food handling enterprises and restaurants in tourist areas. The project will be implemented by the national authorities in each country."
khm_0183,Clearance of mines and cluster munitions in Cambodia,CLEARANCE OF MINES AND CLUSTER MUNITIONS IN CAMBODIA,"Capacity buidling of the Cambodian Mine Action Centre on Land Release and Mine Detection Dogs, joint cluster munitions survey in the east of Cambodia."
khm_3110,National Prog Decen 2011 - 2012                    National Prog Decent 2011 - 2012,NATIONAL PROG DECEN 2011 - 2012 NATIONAL PROG DECENT 2011 - 2012,Support to the National Programme for Sub-National Democratic Development and its three-year Implementation Plan IP3 2011-2013 for the period April 2011- September 2012.
khm_4173,Support to the Cambodian Mine Action Center,SUPPORT TO THE CAMBODIAN MINE ACTION CENTER,Support CMAC's work in removing mines in Northwestern Cambodia
khm_1860,Education Strategic Support,,
khm_0119,AC: Cambodia Reduce health consequences of emergencies and disasters,AC: CAMBODIA REDUCE HEALTH CONSEQUENCES OF EMERGENCIES AND DISASTERS,Disaster prevention and preparedness
khm_4508,training for public officers in Cambodia and building a library,TRAINING FOR PUBLIC OFFICERS IN CAMBODIA AND BUILDING A LIBRARY,training for public officers in Cambodia and building a library
khm_3157,NSDP/CMDG Monitoring Support P,NSDP/CMDG MONITORING SUPPORT P,"Evidence from analytical tool is used to guide policy decision, planning and resource allocation at the national and sub-national levels to accelerate achievement of CMDG"
khm_0090,Projet SAMAKI (Acronyme voulant dire solidaritÌÄå© en khmer) ÌâåÀ Soutien ÌÄåÊ des Actions en zone arsenic MenÌÄå©es par des Associations KhmÌÄå¬res Innovatrices,PROJET SAMAKI (ACRONYME VOULANT DIRE SOLIDARITÌÄå© EN KHMER) ÌâåÀ SOUTIEN ÌÄåÊ DES ACTIONS EN ZONE ARSENIC MENÌÄå©ES PAR DES ASSOCIATIONS KHMÌÄå¬RES INNOVATRICE,Renfor. des capacitÌ©s et divers. des compÌ©tences d ONG locales dÌ©terminÌ©es ÌÊåÊ amÌ©liorer durablement les conditions de vie des populations rurales cambodgiennes vivant dans 4 communes dont les eaux souterraines sont contaminÌ©es au arsenic dorigine nat
khm_0074,Land Management and Administration Project in Cambodia,LAND MANAGEMENT AND ADMINISTRATION PROJECT IN CAMBODIA,Develop land administration and management systems in Cambodia.
khm_3675,Rehabilitation of Railway in Cambodia - Support for Families Affected by the Railway,REHABILITATION OF RAILWAY IN CAMBODIA - SUPPORT FOR FAMILIES AFFECTED BY THE RAILWAY,"The Rehabilitation of Railway in Cambodia Project supports the Asian Development Bank to upgrade the national railway of Cambodia: southern railway (254km from Sihanoukville to Phnom Penh) and northern railway (388 km from Phnom Penh to Poipet on Thai border). The majority of this funding will purchase rail sleepers, fund rehabilitation activities, and undertake related public works and upgrades at railway stations. The improved rail line will increase container traffic and trade between Cambodia and its neighbours, and reduce costs associated with road maintenance. The total value of this initiative is $29.1 million over a 7 year period, starting 2008-09."
khm_4295,THE KOUPREY EXPRESS: INCRESING CONSERVATION AND ENVIRONMENTAL AWARENESS IN CAMBODIA,THE KOUPREY EXPRESS: INCRESING CONSERVATION AND ENVIRONMENTAL AWARENESS,"MULTINATIONAL SPECIES CONSERVATION FUND, U.S. DEPARTMENT OF INTERIOR, U.S. FISH AND WILDLIFE SERVICE."
khm_0536,??? ??,EDUCATION POLICY & ADMIN. MANAGEMENT,Teaching at Dail Community
khm_0656,Administration and Oversight - Assistance for HIV/AIDS - Assistance for HIV/AIDS,ADMINISTRATION AND OVERSIGHT - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS,"PEPFAR: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering training programs, equipment and supplies, ICASS, vehicle fuel and maintenance, maintenance contracts, janitorial services, operational unit web page development and maintenance, outreach such as publications and the cost of their preparation (including staff costs), and technical assistance to ensure USG compliance with regulations. - Assistance for HIV/AIDS - Assistance for HIV/AIDS [through Government of Cambodia]"
khm_3274,"PLANNING, ACCOMPAGNEMENT ET SOUTIEN LOGISTIQUE DES PROGRAMMES (BUREAU REGIONAL)   FOS","PLANNING, ACCOMPAGNEMENT ET SOUTIEN LOGISTIQUE DES PROGRAMMES FOS",
khm_3630,RÌ©alisation de 35 points d'eau dans la commune de REUL,RÌäALISATION DE 35 POINTS D'EAU DANS LA COMMUNE DE REUL,?rÌ©alisation de 35 puits par forages d'une profondeur de 40 ÌÊ 50 m Ì©quipÌ©s d'une pompe manuelle et d'un boitier en bÌ©ton afin de les protÌ©ger de toute contamination ?formation de 2 villageois ÌÊ l'entretien et ÌÊ la maintenance et sensibilisation ÌÊ l'hygiÌ¬n
khm_2251,Freight Cost of Food Aid under Food For Education Program,FREIGHT COST OF FOOD AID UNDER FOOD FOR EDUCATION PROGRAM,"Food Aid (Food For Education) Freight Cost for Oil, Vegetable [120 metric tons] - through International Relief and Development"
khm_3298,POVERTY MONITORING,POVERTY MONITORING,
khm_3008,MINENSUCHGERÌãTE FÌÏR MAG KAMBODSCHA,MINE DETECTION EQUIPMENT,
khm_0621,ACCOUNTABLE GRANT AG4847: POLICY RESEARCH AND CAPACITY BUILDING PROGRAMME UNDER THE DEMOCRATIC GOVERNANCE AND PUBLIC SECTOR REFORM,ACCOUNTABLE GRANT AG4847: POLICY RESEARCH AND CAPACITY BUILDING PROGRAMME UNDER THE DEMOCRATIC GOVERNANCE AND PUBLIC SECTOR REFORM,To support government to fund and reform provision of essential services and investment through local government
khm_1719,Dispatch of Volunteers,DISPATCH OF VOLUNTEERS,"Education sector policy, planning and programmes"
khm_4558,TUP-PROGRAMMPAKET P-7-35-1,RURAL DEVELOPMENT,
khm_4059,Strengthening Public Financial Management (Technical Assistance cluster),,
khm_4531,Training Program on agricultural sector for Cambodia agricultural expert,TRAINING PROGRAM ON AGRICULTURAL SECTOR FOR CAMBODIA AGRICULTURAL EXPERT,Training Program on agricultural sector for Cambodia agricultural expert
khm_4371,The Project for Improvement of Equipment for Demining Activities (Phase VI),THE PROJECT FOR IMPROVEMENT OF EQUIPMENT FOR DEMINING ACTIVITIES,"This project renews the equipment required for the demining activities of CMAC, an organization that plays a central role in demining in Cambodia."
khm_4661,VVOB Education pour dÌ©veloppement - Cambodge,VVOB EDUCATION POUR DÌäVELOPPEMENT - CAMBODGE,"Specific Objectives 1. SEAL: Overall objective: Learning outcomes of pupils in basic education improve as a result of more relevant and effective teaching and learning. Specific objective: Graduate teachers from pre-service teacher training centres in selected provinces of Cambodia apply improved teaching and learning methodology for Science, Environmental and Agricultural Life Skills in basic education (acronym: SEAL). 2. IMAGE (aparte fiche)Overall objective: Households in rural areas of Kandal province improve their livelihood and reduce their vulnerability as a result of improved and environmentally friendly agricultural practices. Specific objective: Farmers in rural areas of Kandal province adopt and share improved and environmentally friendly agricultural practices with an emphasis on female and young farmers. Results 1.1. All regional teacher training Centers (RTCC) of C ambodia offer improved training in science and environmental & agricultural life skill to student teachers for lower secondary education. 1.2. 4 Provincial Teacher Training Centers (PTCC) of Cambodia offer improved training in environmental & agricultural life skills to student teachers for primary education.1.3. The teacher Training Department (TTD) of MoEYS offers improved professional development to educational staff in Cambodia. 1.4. The programma is enabled to remain efficient, effective, relevant and sustainable by developing organisational practices that focus on learning and accountability by the cooperating partners."
khm_2481,Humanitarian Mine Action,HUMANITARIAN MINE ACTION,Humanitarian Mine Action - Rotary [through Halo Trust]
khm_1731,Dispatch of Volunteers,DISPATCH OF VOLUNTEERS,Non-formal education
khm_4042,Strengthening of land management,STRENGTHENING OF LAND MANAGEMENT,Strengthening of land management
khm_0223,Ehancing quality of higher agricultural education in Cambodia,EHANCING QUALITY OF HIGHER AGRICULTURAL EDUCATION IN CAMBODIA,Ehancing quality of higher agricultural education in Cambodia
khm_0960,BASIC EDUCATION POLICY DEVELOPMENT,BASIC EDUCATION POLICY DEVELOPMENT,CONTINUE DEVELOPMENT OF POLICIES AND THE PROVISION OF IN-SERVICE TOT FOR REGIONAL AND PROVINCIAL TTC ON MANAGEMENT AND SUPERVISION ETC.AGR.PARTNER: REDD BARNAIMPL.INST: SAVE THE CHILDREN NORWAY
khm_0169,Cambodian Land Administration Support Program / Programme de soutien ÌÊ l'administration fonciÌ¬re au Cambodge,CAMBODIAN LAND ADMINISTRATION SUPPORT PROGRAM / PROGRAMME DE SOUTIEN ÌÛ L'ADMINISTRATION FONCIÌöRE AU CAMBODGE,"This project helps to provide property rights for Cambodians through a modern and transparent Land Administration regime. This initiative represents Canada's contribution to the Government of Cambodia's Land Administration Sub-Sector Program and is implemented by the Ministry of Land Management, Urban Planning and Construction. Expanding upon Cambodia's 15-year strategy, the Land Administration, Management and Distribution Program (LAMDP), this project provides technical assistance, training, and program coordination, along with moderate project management and financial management services. The project strengthens the technical and administrative capacity of provincial and district cadastral commissions and improves provincial land registries by extending robust registration and processing systems, thereby increasing the total number of land titles issued in targeted provinces. It contributes to the creation of a framework that ensures land sales are conducted openly and transactions registered regularly, establishes procedures and the human resource base for land valuation, and incorporates environmental sustainability and gender sensitivity into land administration. / Le projet aide les Cambodgiens ÌÊ faire valoir leurs droits fonciers grÌ¢ce ÌÊ un rÌ©gime d'administration fonciÌ¬re moderne et transparent. Cette initiative reprÌ©sente la contribution du Canada au Programme sous-sectoriel d'administration fonciÌ¬re du gouvernement du Cambodge, qui est mis en oeuvre par le ministÌ¬re de la Gestion fonciÌ¬re, de la Planification urbaine et de la Construction. En misant sur la stratÌ©gie cambodgienne de quinze ans, le Programme d'administration et de gestion fonciÌ¬res et de distribution des terres du Cambodge, ce projet fournit une aide technique, de la formation, et offre un appui en matiÌ¬re de coordination, de gestion de projets et de gestion financiÌ¬re. Le projet favorise le renforcement des capacitÌ©s techniques et administratives des commissions cadastrales dans les provinces et les districts. Il contribue Ì©galement ÌÊ l'amÌ©lioration du registre foncier provincial grÌ¢ce ÌÊ la mise en place d'un systÌ¬me solide d'inscription et de traitement et, ce faisant, ÌÊ l'accroissement du nombre de titres de propriÌ©tÌ© dÌ©livrÌ©s dans les provinces visÌ©es. GrÌ¢ce au projet, un cadre est mis en place pour faire en sorte que les contrats de ventes immobiliÌ¬res soient faits de maniÌ¬re transparente et que les transactions soient dÌÄåÈment enregistrÌ©es. On Ì©tablit aussi des procÌ©dures et un bassin de ressources humaines pour l'Ì©valuation fonciÌ¬re. Enfin, la gestion fonciÌ¬re tient compte de la durabilitÌ© de l'environnement et sensible aux diffÌ©rences entre les hommes et les femmes lorsqu'il s'agit de l'administration fonciÌ¬re."
khm_3418,PROGRAMME BOURSES D'ETUDES EN BELGIQUE 1999-20,PROGRAMME BOURSES D'ETUDES EN BELGIQUE,
khm_2561,"Improved social, economic, and/or developmental status of targeted vulnerable populations","IMPROVED SOCIAL, ECONOMIC, AND/OR DEVELOPMENTAL STATUS OF TARGETED VULNERABLE POPULATIONS","Improved social, economic, and/or developmental status of targeted vulnerable populations [NGO - United States Unknown]"
khm_4563,UK CONTRIBUTION VIA UNDP TO CAMBODIA MINE ACTION CENTRE(CMAC OPERATIONAL ACTIVITIES 2000,UNDP: CAMBODIA MINE ACTION CENTRE OPERATIONAL ACTIVITIES,To ensure continuation of CMAC work plan in 2000 pending further donor discussions on future suport structure
khm_0961,Basic Education Project,"Education (Secondary education): 45, Health and other social services (Other social services): 25, Education (Primary education): 14, Public Administration, Law, and Justice (General public administration sector): 9, Education (Tertiary education): 7","The Education Sector Support Project (ESSP) for Cambodia aims to assist the Borrower to implement the ESSP goals to expand access to educational services by addressing supply, demand, quality and efficiency constraints, with special focus on the poor and underserved communes. The project has the following three components: Component 1) the proposed activity would support the ESSP 2004-08 Education Facilities Development Program providing lower secondary schools in communes without them, prioritizing communes with the highest poverty incidence levels. The provision of scholarships to poor children-especially poor girls and ethnic minority children-is an actionable measure under the NPRS to foster universal basic education and is operationalized in the ESSP 2004-08 under the Secondary Scholarships for the Poor Program. Component 2) will focus on strategic interventions around decentralized quality improvement in order to encourage right-age enrollment, foster promotion of students in lower primary, increase retention of students in upper primary, foster transition to lower secondary education and ultimately enhance student learning. Component 3) will address the implementation of additional selected interventions under the ESSP, to be agreed with IDA during project implementation."
khm_0057,Family Planning and Reproductive Health,FAMILY PLANNING AND REPRODUCTIVE HEALTH,"Expand access to high-quality voluntary family planning (FP) services and information, and reproductive health (RH) care. This element contributes to reducing unintended pregnancy and promoting healthy reproductive behaviors of men and women, reducing abortion, and reducing maternal and child mortality and morbidity. [through Government of Cambodia]"
khm_2815,LABOR - INTERNATIONAL CHILD LABOR PROJECTS,LABOR - INTERNATIONAL CHILD LABOR PROJECTS,"ILO/IPEC Combating Child Labor in Hazardous Work in Salt Production, Rubber Plantations and Fish/shrimp Processing Centers in Cambodia Duration of project: 9/01 åÐ 2/04"
khm_3112,National Statistical System,NATIONAL STATISTICAL SYSTEM,
khm_0581,AC: Cambodia Health systems and services,AC: CAMBODIA HEALTH SYSTEMS AND SERVICES,Health personnel development
khm_3877,SILK SECTOR SUPPORT / INDUSTRY / SILK SECTOR SUPPORT,SILK SECTOR SUPPORT,
khm_0176,CCJAP III Implementation,CCJAP III IMPLEMENTATION,"AusAID has been providing support to the Criminal Justice sector in Cambodia since 1997, when the first phase of the Cambodia Criminal Justice Assistance Project (CCJAP I) commenced. It subsequently provided a second phase of support (CCJAP II) which started in 2002 and is due for completion in early 2007. Australia has supported a range of other initiatives, including: non-government agencies working on child protection and community safety issues; a regional project to prevent trafficking in people; initiatives delivered directly by other agencies such as the Australian Federal Police (e.g. Trans-national Crime Unit), the Attorney GeneralÛªs Office (e.g. Counter-terrorism legislation) and the Department of Immigration and Multicultural Affairs (e.g. Border Protection); and the Australian Youth Ambassadors scheme and the provision of educational scholarships. Building on the success of earlier interventions, CCJAP III (2007-2011) aims to contribute to a prosperous, safe and secure environment in Cambodia. The purpose of the Project is to provide equitable access to a high standard of justice, with a particular focus on the needs of juveniles and other vulnerable groups. CCJAP III will support the strategic objectives of the Royal Government of CambodiaÛªs Legal and Judicial Reform Strategy, to: improve the protection of personal rights and freedoms; enhance quality of legal processes and related services; and strengthen Legal and Judicial sector institutions to fulfill their mandates."
